"id","op_id","sortid","名称","効果","付加係数","要求レベル上昇","ネックレス","ヘルメット","冠","イヤリング","マント","ベルト","グローブ","投擲機","爪","ブレスレット","共用鎧","専用鎧","ブーツ","リング","片手剣","両手剣","槍","弓","杖","牙","メイス","翼","笛","短剣","格闘武器","スリング","ワンド","鞭","鎌","爪武器","本","双剣","ほうき","ダークコア","双拳銃","錬金石","チェインアンカー","盾","鞘","矢","腕刺青","ブローチ","獣毛装飾","十字架","肩刺青","マスターキー","保護帯","スリング弾丸","星群","契約霊","ウォーペイント","コサージュ","魔弾石","触媒石","ラム酒","宝石"
"77","14","901","[力比率上昇Lv1]","力 +[1~2]/レベル [8~12]","-25","30","","●","","●","●","●","●","","●","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","●","","","","","","","●","●","","","","","●"
"78","14","902","[力比率上昇Lv2]","力 +1/レベル [2~3]","-5","75","","","","","","","●","","●","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"695","14","30032","[精強な]","力 +1/レベル 5","100","0","","●","","●","●","●","●","","●","","","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"871","14","30052","[打撃家の]","力 +1/レベル 4","100","0","","","","","","","●","","●","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"925","14","30080","[ガイルート]","力 +2/レベル 3","100","0","","","","","","","●","","●","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"79","15","903","[敏捷比率上昇Lv1]","敏捷 +[1~2]/レベル [8~12]","-25","30","","●","","●","●","●","●","","●","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","●","","","","","","","●","●","","","","","●"
"80","15","904","[敏捷比率上昇Lv2]","敏捷 +1/レベル [2~3]","-5","75","","","","","","","","","●","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"696","15","30033","[俊敏な]","敏捷 +1/レベル 5","100","0","","●","","●","●","●","●","","●","","","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"872","15","30053","[遊撃隊の]","敏捷 +1/レベル 4","100","0","","","","","","","","","●","","","","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"926","15","30081","[バルラレル]","敏捷 +2/レベル 3","100","0","","","","","","","","","●","","","","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"81","16","905","[健康比率上昇Lv1]","健康 +[1~2]/レベル [8~12]","-25","30","","●","","●","●","●","●","","●","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","●","","","","","","","●","●","","","","","●"
"82","16","906","[健康比率上昇Lv2]","健康 +1/レベル [2~3]","-5","75","","","","","","●","","","●","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"697","16","30034","[壮健な]","健康 +1/レベル 5","100","0","","●","","●","●","●","●","","●","","","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"873","16","30054","[守護者の]","健康 +1/レベル 4","100","0","","","","","","●","","","●","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"927","16","30082","[ロシペル]","健康 +2/レベル 3","100","0","","","","","","●","","","●","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"83","17","907","[知恵比率上昇Lv1]","知恵 +[1~2]/レベル [8~12]","-25","30","●","","●","●","●","","","●","","●","","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","●"
"84","17","908","[知恵比率上昇Lv2]","知恵 +1/レベル [2~3]","-5","75","","","","","","","","","","●","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"698","17","30037","[聡明な]","知恵 +1/レベル 5","100","0","●","","●","●","●","","","●","","●","","●","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"876","17","30057","[先導者の]","知恵 +1/レベル 4","100","0","","","","","","","","","","●","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"928","17","30083","[テマヌエル]","知恵 +2/レベル 3","100","0","","","","","","","","","","●","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"85","18","909","[知識比率上昇Lv1]","知識 +[1~2]/レベル [8~12]","-25","30","●","","●","●","●","","","●","","●","","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","●"
"86","18","910","[知識比率上昇Lv2]","知識 +1/レベル [2~3]","-5","75","","","●","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"699","18","30035","[利発な]","知識 +1/レベル 5","100","0","●","","●","●","●","","","●","","●","","●","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"874","18","30055","[学者の]","知識 +1/レベル 4","100","0","","","●","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"929","18","30084","[オニトルロ]","知識 +2/レベル 3","100","0","","","●","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"87","19","911","[威厳比率上昇Lv1]","カリスマ +[1~2]/レベル [8~12]","-25","30","●","","●","●","●","","","●","","●","","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","●"
