"id","name","type","begin_year","begin_month","begin_day","end_year","end_month","end_day","str_unknown1","unknown1","str_unknown2","unknown2_0","unknown2_1","unknown2_2","unknown2_3","str_progress","unknown2_69","unknown2_70","unknown2_71","unknown2_72","has_extra","unknown2_74","unknown2_75","unknown2_76","unknown2_77","unknown2_78","unknown2_79","text1","text2","text3","text4","text5","text6","extra_0","extra_1","extra_2","extra_3","extra_4","extra_5","extra_6","extra_7","extra_8","extra_9","extra_10","extra_11","extra_12","extra_13","extra_14","extra_15"
"33","1. 酔っ払いポテムスン","0","0","0","0","0","0","0","","3","ポテムスン","50","9999","50","9999","","511","75","6","0","0","0","0","0","0","0","0","field 374;
npc 374 'ミナイ';
_codeEnd
ビッグアイのポテムスンが、火酒倉庫に行って警備兵<c:GREEN>ミナイ<n>に頼んで、火酒をもらって来なさいと言った。火酒倉庫には<c:YELLOW>60レベル以上<n>の人だけ入場できるようだから、一応<c:YELLOW>60レベル以上<n>になった後、ミナイを訪ねよう。","","","","","","","","","","","","","","","","","","","","",""
"34","2. 失くしてしまった鍵","0","0","0","0","0","0","0","","3","ミナイ","60","9999","60","9999","","511","75","6","0","0","0","0","0","0","0","0","field 323;
npc 374 'ミナイ'
_codeEnd
ビッグアイの警備兵<c:GREEN>ミナイ<n>が鍵を失くしてしまって大変な状況である。鍵を探してあげれば火酒倉庫に行く門をすぐに開いてくれるみたいだから鍵を探してみよう。<c:GOLDYELLOW>鍵<n>を失くしてしまったという場所はビッグアイの北にあるウェテンロード / ケルチ大橋付近だと言う。そこのモンスターを調査してみよう。","field 374;
npc 374 'ミナイ'
_codeEND
<c:GOLDYELLOW>鍵<n>を探した。<c:GREEN>ミナイ<n>のもとに戻ろう。","","","","","","","","","","","","","","","","","","","",""
"35","3. 未知の赤い悪魔","0","0","0","0","0","0","0","","3","未知の赤い悪","60","9999","60","9999","","511","75","6","0","0","0","0","0","0","0","0","field 378;
npc 378 '未知の赤い悪魔';
_codeEnd
絶対死んではいけない。死んでしまった場合、ビッグアイから再スタートする。ここを通って、また未知の赤い悪魔に会って<c:GOLDYELLOW>火酒12本<n>をゲットしよう！","field 378;
npc 378 '未知の赤い悪魔';
_codeEnd
無事に出口を探して通り抜けた。未知の赤い悪魔にまた会ったら<c:GOLDYELLOW>火酒12本<n>をゲットしよう。","field 378;
_codeEnd
火酒倉庫を探索しよう。","field 374;
npc 374 'ミナイ'
_codeEnd
<c:GOLDYELLOW>火酒<n>をすべて手に入れた。<c:GREEN>ミナイ<n>のところに戻ろう。","","","","","","","","","","","","","","","","","",""
"36","3-1. 恩返し","0","0","0","0","0","0","0","","0","ミナイ","60","9999","60","9999","","511","75","6","0","0","0","0","0","0","0","0","field 374;
npc 374 'ミナイ';
_codeEnd
南門警備兵<c:GREEN>ミナイ<n>に<c:GOLDYELLOW>火酒2本<n>を渡そう。良いことがあるかも知れない。","","","","","","","","","","","","","","","","","","","","",""
"37","4. 酒の肴フィッシュエッグ","0","0","0","0","0","0","0","","3","ポテムスン","60","9999","60","9999","","511","75","6","0","0","0","0","0","0","0","0","field 374,379;
npc 374 'ポテムスン';
npc 379 'パルメ';
_codeEnd
ビッグアイの酔っ払いである<c:GREEN>ポテムスン<n>の代理で、酒の肴を求めにシュトラセラトに行って<c:GOLDYELLOW>フィッシュエッグ<n>という特産品をもらってこよう。フィッシュエッグはシュトラセラトにある居酒屋ブルースビストロの主人<c:GREEN>パルメ<n>が売っている。","field 374;
npc 374 'ポテムスン';
_codeEnd
<c:GREEN>ポテムスン<n>の信用問題のせいで、<c:GOLDYELLOW>フィッシュエッグ<n>をもらうのに問題が起きた。この信用問題を解決するためには再び<c:GREEN>ポテムスン<n>に会って相談をするか、自分で解決しよう。","field 374;
npc 374 'ポテムスン';
_codeEnd
不足だが<c:GREEN>ポテムスン<n>にお金をもらった。このお金を持ってなんとしても<c:GOLDYELLOW>フィッシュエッグ<n>をもらってこよう。","field 374;
npc 374 'ポテムスン';
_codeEnd
<c:GOLDYELLOW>フィッシュエッグ<n>を持ってビッグアイの<c:GREEN>ポテムスン<n>の所に戻ろう。","field 374;
npc 374 'ポテムスン';
_codeEnd
<c:GOLDYELLOW>火酒<n>を持ってビッグアイの<c:GREEN>ポテムスン<n>に会いに行こう。","","","","","","","","","","","","","","","","",""
"38","1. 証明","0","0","0","0","0","0","0","","3","クーン","60","9999","60","9999","","511","75","7","0","0","0","0","0","0","0","0","field 340;
npc 340 'クーン'
_codeEnd
ポテムスンからもらった<c:GOLDYELLOW>推薦状<n>を持ってロマ村 ビスルにいる<c:GREEN>クーン<n>に会おう。ロマ村 ビスルは、ソゴム山脈　赤山登山路の上にある。","field 295;
npc 295 'イフリィト・スルタン'
_codeEnd
イフリィトのリーダーである<c:GREEN>スルタン<n>に会おう。<c:GREEN>スルタン<n>に会うまでの間に、絶対に<c:CTPURPLE>イフリィト<n>達を殺してはいけない。しかし、どうしようもない場合ならば、戦ったとしてもその原因を見つけ出そう。","field 295;
monster 295 'イフリィト'
_codeEnd
<c:CTPURPLE>イフリィト<n>達を殺してしまった為、<c:GREEN>スルタン<n>と会話することが難しくなった。自分で<c:CTPURPLE>イフリィト<n>達が乱暴になった理由を探し出さなければならない。理由を探し出すために、死んだ<c:CTPURPLE>イフリィト<n>達の身体を調べてみよう。","field 340;
npc 340 'クーン'
_codeEnd
<c:CTPURPLE>イフリィトの<n>身から<c:GOLDYELLOW>悪魔の足指の爪<n>を見つけた。これをロマ村 ビスルの<c:GREEN>クーン<n>に見せてあげよう。","field 340;
npc 340 'クーン';
_codeEnd
<c:CTPURPLE>イフリィト<n>達がどうして乱暴になったのか理由が分かった。この事実をロマ村 ビスルの<c:GREEN>クーン<n>に伝えよう。","","","","","","","","","","","","","","","","",""
"39","2. 天使の涙","0","0","0","0","0","0","0","","3","ハルダエル","60","9999","60","9999","","511","75","7","0","0","0","0","0","0","0","0","field 386;
npc 386 'ハルダエル'
_codeEnd
<c:CTPURPLE>イフリィト<n>にかかった呪いの呪文を解かなければならない。呪いを解くためには天上界の<c:GREEN>ハルダエル<n>に会わなければならない。","field 253;
npc 253 'ピムプルストン';
_codeEnd
天使の涙を作る材料を求めよう。尖った形のクリスタル瓶は魔法都市スマグの<c:GREEN>ピムプルストン<n>から、バリアートでは悪魔の胡椒を農民<c:GREEN>セムスン<n>を通じて手に入れることができる。クリスタル瓶を先に手に入れよう。","field 310;
npc 310 'セムスン';
_codeEnd
尖った形のクリスタル瓶を手に入れた。この後はバリアートに移動して、悪魔の胡椒を農民<c:GREEN>セムスン<n>を通じて手に入れよう。","field 386,340;
npc 386 'ハルダエル'
npc 340 'クーン'
_codeEnd
すべての材料を手に入れた。これから天上界に戻ってハルダエルに会おう。天上界に行くためにはロマ村 ビスルの<c:GREEN>クーン<n>に会わなければならない。","npc 340 'クーン'
_codeEnd
ロマ村 ビスルの<c:GREEN>クーン<n>の所に戻ろう。","","","","","","","","","","","","","","","","",""
"40","3. 呪いの浄化","0","0","0","0","0","0","0","","3","クーン","60","9999","60","9999","","511","75","7","0","0","0","0","0","0","0","0","field 295;
npc 295 'スルタン';
_codeEnd
天上界門衛長である<c:GREEN>ハルダエル<n>からもらった天使の涙をイフリィトのリーダーである<c:GREEN>スルタン<n>に渡そう。","field 340;
npc 340 'クーン';
_codeEnd
<c:CTPURPLE>イフリィト<n>達と仲が良くない。手に入れてきた<c:GOLDYELLOW>天使の涙<n>をロマ村 ビスルの<c:GREEN>クーン<n>に渡そう。","field 340;
npc 340 'クーン';
_codeEnd
<c:GOLDYELLOW>天使の涙<n>を<c:GREEN>スルタン<n>に渡した。ロマ村 ビスルの<c:GREEN>クーン<n>の所に戻ろう。","","","","","","","","","","","","","","","","","","",""
"41","1. クーンのまがい物","0","0","0","0","0","0","0","","3","クーン","65","9999","65","9999","","511","75","8","0","0","0","0","0","0","0","0","field 377;
npc 377 'ブローム';
_codeEnd
ロマ村 ビスルの村長<c:GREEN>クーン<n>からもらった<c:LTRED>にせ物RED STONE<n>で古狸の国会議員<c:GREEN>ブローム<n>をだまそう。","","","","","","","","","","","","","","","","","","","","",""
"42","2. 宝石鑑定士-ゼイン","0","0","0","0","0","0","0","","3","ブローム","65","9999","65","9999","","511","75","8","0","0","0","0","0","0","0","0","field 168;
npc 168 'ゼイン';
_codeEnd
ブロームをだますのに成功した。また、にせ物RED STONEを持ってガディウス大砂漠 / グレートフォレスト北部地域の廃墟地帯にいる<c:GREEN>ゼイン<n>に会おう。ブロームをだましたように、ゼインもだまして彼女が知っているRED STONEに関する情報を取ろう。","","","","","","","","","","","","","","","","","","","","",""
"43","3. ゼインの頼み","0","0","0","0","0","0","0","","3","ゼイン","65","9999","65","9999","","511","75","8","255","0","0","0","0","0","0","0","field 168;
monster 168 'ポイズンテール';
item 10 'ポイズンテールの毒';
_codeEnd
ガディウス大砂漠 /グレートフォレスト北部に生息する<c:CTPURPLE>ポイズンテール<n>から手に入れることができる<c:GOLDYELLOW>ポイズンテールの毒<n>を<c:YELLOW>10個<n>手に入れて<c:GREEN>ゼイン<n>に渡そう。","field 168;
npc 168 'ゼイン';
_codeEnd
<c:GOLDYELLOW>ポイズンテールの毒<n> <c:YELLOW>10個<n>を手に入れた。<c:GREEN>ゼイン<n>に渡そう。","","","","","","","","","","","","","","","","","","","",""
"44","4. 変わり者魔法師-ゲデワン","0","0","0","0","0","0","0","","3","ゲデワン","65","9999","65","9999","","511","75","8","0","0","0","0","0","0","0","0","field 254;
npc 254 'ゲデワン';
_codeEnd
<c:GREEN>ゼイン<n>からもらった<c:GOLDYELLOW>古文書Ⅰ<n>を持って魔法都市スマグに暮らす<c:GREEN>ゲデワン<n>に会おう。参考までにゲデワンはキャンディーが大好物だ。","","","","","","","","","","","","","","","","","","","","",""
"45","4-1. 幸運","0","0","0","0","0","0","0","","0","プロド","65","9999","65","9999","","511","75","8","0","0","0","0","0","0","0","0","field 365;
npc 365 'プロド';
_codeEnd
<c:GREEN>プロド<n>からもらった<c:GOLDYELLOW>パリピースエヴァース<n>を<c:GREEN>ゲデワン<n>に渡そう。","","","","","","","","","","","","","","","","","","","","",""
"46","5. 古文書の解釈","0","0","0","0","0","0","0","","3","ゲデワン","65","9999","65","9999","","511","75","8","255","0","0","0","0","0","0","0","field 384;
object 384,32,71,15 '怪しい本棚' 
_codeEnd
魔法の塔モリネルタワー 5Fで<c:YELLOW>パリピースエヴァース(古代魔法書)<n>を手に入れて<c:GREEN>ゲデワン<n>に渡そう。<c:YELLOW>パリピースエヴァース<n>は魔法の塔モリネルタワー5Fの書棚をよく探してみれば探すことができる。もしも、モリネルタワーにいる恐ろしいモンスターに出会ったら、その道は間違いなので、戦わずに他の道を探そう。","field 254;
npc 254 'ゲデワン';
_codeEnd
<c:YELLOW>パリピースエヴァース(古代魔法書)<n>を手に入れて<c:GREEN>ゲデワン<n>に渡そう。","","","","","","","","","","","","","","","","","","","",""
"47","6. 古文書の正体","0","0","0","0","0","0","0","","3","ジュディア","65","9999","65","9999","","511","75","8","255","0","0","0","0","0","0","0","field 193;
npc 193 'ジュディア';
_codeEnd
ゲデワンは古文書の内容を知るためにはオアシス都市アリアンに暮す<c:GREEN>ジュディア<n>に会ってみてほしいと言う。オアシス都市アリアンに移動して <c:GREEN>ジュディア<n>に会ってみよう。 ","field 376;
npc 376 'ガイル'
object 376.62.18.15 'ガイルの墓地';
_codeEnd
<c:GREEN>ジュディア<n>の依頼で、リンケンの下方の荒廃した町で眠るガイルの墓地に手紙をおいてこよう。ガイルの墓に行くためには、ダメルの酒場(オールドパブ)の中にいる<c:GREEN>墓守のガイル<n>に会おう。彼がガイルの墓に案内してくれるでしょう。","","","","","","","","","","","","","","","","","","","",""
"48","7. ゲールとジュディアの事情","0","0","0","0","0","0","0","","3","ガイル","65","9999","65","9999","<c:GOLDYELLOW>ゴブリン<n> <c:YELLOW>%d<n>/50 匹","511","75","8","255","0","0","0","0","0","0","0","field 169;
monster 169 'ゴブリン'
_codeEnd
ガディウス大砂漠 / デフヒルズ北部地域のモンスター ゴブリン<c:YELLOW>50匹<n>を狩ろう。","field 376;
npc 376 'ガイル';
_codeEnd
任務を果たした。戻って報告しよう。","","","","","","","","","","","","","","","","","","","",""
